Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Type_of_Loan_No Data,Type_of_Loan_Others,Type_of_Loan_auto loan,Type_of_Loan_credit-builder loan,Type_of_Loan_debt consolidation loan,Type_of_Loan_home equity loan,Type_of_Loan_mortgage loan,Type_of_Loan_not specified,Type_of_Loan_payday loan,Type_of_Loan_personal loan,Type_of_Loan_student loan,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
48.0,121844.2,10265.683333333332,6.0,6.0,16.0,2.0,18.0,8.0,15.3,4.0,1,1265.84,248.0,2,162.66813859907478,145.11329356332726,958.7869011709312,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45.0,9856.98,754.415,6.0,5.0,23.0,6.0,27.0,14.0,8.43,10.0,1,1455.73,162.0,1,28.41082376206376,0.0,288.6215094804711,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.0,8787.9,491.32499999999993,8.0,5.0,18.0,5.0,8.0,20.0,9.13,9.0,1,234.47,167.0,1,23.82537506158159,0.0,254.9709216273975,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35.0,41077.12,3390.0933333333337,9.0,7.0,29.0,6.0,62.0,20.0,1.19,12.0,0,1507.89,116.0,1,199.5840003726387,36.61294742439785,251.59487265827408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18.0,7619.09,428.92416666666674,4.0,6.0,18.0,2.0,28.0,18.0,15.5,13.0,1,2069.3,191.0,1,8.756593492746727,0.0,287.57594260793564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40.0,21457.185,1846.09875,1.0,5.0,9.0,1.0,6.0,4.0,5.74,3.0,2,749.41,300.0,0,8.970576328687951,15.948411443493956,312.1361273497366,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
42.0,53467.47,4461.6225,9.0,9.0,17.0,7.0,60.0,20.0,7.8,9.0,0,1518.47,208.0,1,281.5875212836244,46.37882752430372,96.6546607018206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0,18180.43,1725.0358333333334,9.0,9.0,17.0,9.0,61.0,20.0,8.6,10.0,0,2329.29,167.0,1,116.08159431872198,26.2789831895105,178.8824719966612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,41922.4,3564.5333333333333,8.0,6.0,19.0,7.0,6.0,18.0,7.75,12.0,1,2590.98,209.0,1,197.195617922328,38.07821359299937,319.6719542380117,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,60243.46,5070.288333333333,6.0,5.0,16.0,3.0,5.0,12.0,7.61,3.0,1,854.02,262.0,0,76.8203135363397,40.71987278037624,528.5571165091125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,38076.6,3059.05,10.0,8.0,24.0,4.0,37.0,18.0,11.26,16.0,0,1575.34,75.0,1,120.29913417260364,44.28624916395167,346.36112590837786,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.0,50243.22,4107.935,8.0,3.0,19.0,3.0,12.0,14.0,14.19,2.0,1,1161.1,323.0,1,62.89923429306123,28.593427397067256,475.7723515442968,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,124436.4,10520.7,5.0,5.0,7.0,2.0,12.0,9.0,2.82,1.0,2,529.84,357.0,0,164.01408226861656,180.1524691155056,930.1564348310004,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,10355.675,901.9729166666666,7.0,8.0,16.0,5.0,44.0,24.0,9.18,12.0,0,1794.66,236.0,2,25.70280854241388,22.442701824507512,289.5297677161087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.0,38860.98,3478.4150000000004,5.0,7.0,17.0,1.0,7.0,11.0,13.32,8.0,1,1008.6,374.0,1,24.20816981640824,57.31630841485074,176.49302079107525,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39.0,77326.84,6627.903333333333,4.0,4.0,9.0,1.0,2.0,0.0,0.69,3.0,2,469.43,284.0,0,37.30993517228091,84.41313751727078,599.4248400101033,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45.0,36338.78,2908.231666666666,8.0,8.0,30.0,5.0,40.0,20.0,3.01,14.0,0,1861.75,77.0,1,86.67994081293507,20.185232319922267,373.5443068708144,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.0,85554.03,7185.5025,4.0,2.0,3.0,0.0,12.0,7.0,6.43,3.0,2,1095.73,238.0,0,0.0,57.04699053352163,684.8855633501927,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,35413.43,2860.119166666667,6.0,4.0,6.0,3.0,6.0,13.0,4.48,5.0,1,381.28,391.0,1,67.2528769426232,52.76460954633961,414.28283273647065,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41.0,95846.49,8264.2075,8.0,4.0,9.0,0.0,10.0,18.0,19.38,7.0,1,1493.69,370.0,1,0.0,65.16725494487831,457.83504053710334,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,29249.41,2247.4508333333333,8.0,4.0,12.0,3.0,26.0,16.0,18.76,7.0,1,439.34,140.0,1,66.7806953314336,56.658338873409726,279.6262625315749,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,8627.12,473.92666666666673,10.0,5.0,34.0,8.0,14.0,18.0,4.98,16.0,0,4578.85,132.0,1,57.01333504384017,0.0,240.4027532393717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.0,108161.7,9151.475,5.0,6.0,1.0,2.0,27.0,15.0,6.16,4.0,2,633.47,302.0,0,169.67426776243946,146.13928301096152,105.18831364180151,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.0,20399.82,1790.985,9.0,5.0,15.0,5.0,15.0,16.0,20.72,9.0,0,4531.3,141.0,1,64.30629889913274,18.44719427064596,223.9044406915504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.0,160052.2,13580.683333333334,4.0,1.0,10.0,2.0,4.0,6.0,0.51,4.0,2,1118.35,256.0,0,207.8648074833567,160.30795396202709,878.9859745002752,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.0,19801.67,1852.1391666666664,6.0,7.0,31.0,7.0,39.0,20.0,8.73,8.0,0,1515.99,173.0,2,115.3680516169172,56.0486738949629,149.73603055416842,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,49215.3,3962.275,5.0,3.0,20.0,5.0,21.0,9.0,13.59,5.0,1,2653.33,232.0,1,158.37093133524613,32.42757407652765,385.1111420990345,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53.0,43802.27,3394.189166666666,4.0,7.0,2.0,4.0,9.0,0.0,8.45,3.0,2,1208.7,389.0,0,119.0778085721696,36.28242075126927,244.0416353096805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38.0,169339.88,13931.656666666668,1.0,6.0,9.0,3.0,8.0,4.0,10.22,2.0,2,1163.93,309.0,0,343.1893536716368,270.97266659711363,819.2500757313167,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24.0,14013.165,900.76375,2.0,3.0,4.0,4.0,0.0,3.0,10.36,1.0,2,1404.11,243.0,0,38.42009021794846,14.827010809911489,239.1043406332924,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,16568.58,1601.715,5.0,5.0,23.0,7.0,21.0,17.0,20.05,11.0,0,4556.34,162.0,1,80.97704531198512,45.166120237920936,159.53546090350653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,40289.79,3073.4825,5.0,6.0,10.0,2.0,11.0,8.0,0.89,0.0,2,1073.74,191.0,0,38.97639028622972,42.12285955777328,254.7255099957082,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53.0,42586.46,3710.8716666666655,5.0,3.0,6.0,3.0,25.0,10.0,0.97,2.0,1,1053.75,357.0,0,64.00895861343731,33.3469132755201,469.5091594072359,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.0,25784.65,1853.720833333333,3.0,7.0,20.0,6.0,15.0,10.0,11.79,8.0,1,1181.19,74.0,1,100.3082272124392,25.93106561343177,299.1327905074624,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46.0,30592.38,2583.365,6.0,7.0,8.0,0.0,11.0,16.0,0.58,2.0,1,1288.12,232.0,0,0.0,21.867369890305053,443.6269956116513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,8499.645,817.30375,8.0,7.0,20.0,8.0,25.0,17.0,5.65,9.0,0,2573.1,191.0,1,34.700690030537515,0.0,243.2648835868422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14.0,8266.92,534.91,9.0,9.0,29.0,9.0,35.0,15.0,28.88,8.0,0,4955.51,107.0,1,55.54806951357907,0.0,222.9561873053636,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,99384.72,8236.06,4.0,6.0,10.0,4.0,5.0,13.0,9.61,1.0,1,199.26,244.0,2,249.34599091177964,90.29513582043172,686.3219779302373,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39.0,98136.72,8433.060000000001,2.0,1.0,5.0,4.0,12.0,0.0,5.37,4.0,2,1167.83,261.0,0,200.8820832930128,70.04289116625844,471.5577794170037,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,58214.12,4710.176666666667,7.0,9.0,30.0,7.0,59.0,17.0,2.69,11.0,0,2215.84,71.0,1,183.27925844465457,51.67728082504265,438.5788374364168,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,96040.56,7814.38,2.0,5.0,3.0,4.0,16.0,9.0,9.75,1.0,2,105.89,344.0,0,182.19190935930465,95.38317502549884,376.759821854318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.0,40702.96,3536.913333333333,6.0,6.0,32.0,5.0,36.0,24.0,25.82,10.0,0,2667.87,78.0,1,110.1978582739481,28.081498938736345,401.56683118952,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.0,15926.285,1591.1904166666666,4.0,4.0,11.0,2.0,14.0,18.0,15.54,5.0,1,1481.35,246.0,1,14.817006678497476,26.33991119097524,351.3572885576172,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.0,20825.75,1770.479166666667,6.0,5.0,33.0,3.0,21.0,13.0,7.3,11.0,1,2116.54,190.0,1,46.64495920090732,26.91042358338592,358.91027615434456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0,29473.28,2163.1066666666666,3.0,3.0,10.0,6.0,7.0,9.0,12.93,7.0,1,1163.33,239.0,1,114.78519077233857,15.780707271600802,247.1027473719035,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.0,31481.45,2834.454166666667,4.0,3.0,8.0,0.0,21.0,17.0,13.45,5.0,2,650.3,400.0,0,0.0,27.329079952677308,465.211237421374,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,165798.2,14104.516666666668,2.0,5.0,5.0,1.0,14.0,12.0,3.71,5.0,2,1022.71,218.0,2,117.17625537447564,110.3633162307946,274.3031886603453,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26.0,87843.69,7280.3075,1.0,4.0,2.0,3.0,13.0,6.0,0.64,3.0,2,1009.12,189.0,0,153.69315461823732,142.3433213571298,655.991894966009,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.0,139608.72,11378.06,5.0,5.0,11.0,4.0,1.0,4.0,2.27,3.0,2,481.89,335.0,0,235.1463446753332,127.03170648273506,194.8719947759317,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54.0,36135.19,2898.265833333333,3.0,4.0,11.0,4.0,16.0,15.0,7.5,6.0,2,695.59,262.0,0,87.97703116102518,26.984936214293946,273.08827079531704,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.0,19296.415,1845.034583333333,1.0,5.0,12.0,3.0,5.0,13.0,6.11,0.0,2,1278.11,359.0,0,47.5248023558129,21.3614771471231,296.05610693579945,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.0,87246.15,7564.5125,4.0,3.0,10.0,2.0,29.0,18.0,6.63,1.0,1,494.16,246.0,0,116.97982971102316,83.58119824526294,634.0413630393143,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36.0,19078.52,1697.8766666666668,9.0,5.0,34.0,6.0,57.0,23.0,29.39,9.0,0,2982.66,121.0,2,83.35605779193443,35.60802947487924,282.36282228243346,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43.0,40881.38,3323.7816666666663,8.0,10.0,33.0,5.0,23.0,13.0,13.24,10.0,1,1693.51,66.0,1,94.83307931468995,59.32081077902623,370.7746228920456,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55.0,12975.45,1087.1536593216754,3.0,6.0,15.0,0.0,8.0,15.0,15.91,4.0,1,566.98,321.0,1,131.13384067832473,13.714455669631429,349.6962102314376,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.0,16744.76,1245.3966666666663,10.0,5.0,15.0,7.0,20.0,15.0,13.65,16.0,1,2660.39,161.0,1,84.572968099745,31.52312761307264,205.57563625031688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.0,18083.64,1336.97,9.0,8.0,18.0,2.0,60.0,17.0,7.06,14.0,1,2489.37,159.0,1,26.883460712896127,58.9601959572402,332.1258745874412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,18600.88,1386.0733333333335,5.0,6.0,5.0,6.0,13.0,16.0,19.71,9.0,1,2428.25,174.0,1,73.88978185280487,23.516620358050066,243.51914025898964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26.0,41160.86,3371.0716666666667,6.0,9.0,18.0,3.0,38.0,21.0,2.55,6.0,0,1972.69,130.0,1,76.21663041959127,76.20417774779463,389.3529318146182,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.0,70421.78,5621.481666666668,6.0,6.0,14.0,2.0,18.0,10.0,13.07,7.0,1,191.72,172.0,1,75.01776899048079,79.80724251120955,311.8867042976662,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,82920.2,7201.016666666666,4.0,7.0,7.0,3.0,6.0,10.0,1.04,2.0,2,1197.23,321.0,0,163.04659106969498,58.66426239716206,544.8976238543859,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.0,41812.32,3637.36,9.0,9.0,33.0,3.0,53.0,14.0,15.67,9.0,1,2517.83,135.0,1,68.41077216180855,65.8725468873652,198.1695182095181,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.0,33579.27,2523.2725,6.0,5.0,20.0,3.0,18.0,14.0,13.51,7.0,1,517.8,256.0,1,70.92850703935073,29.341721098978987,325.8110943806217,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34.0,15375.98,1348.3316666666667,2.0,5.0,3.0,0.0,10.0,12.0,3.93,0.0,2,769.87,379.0,0,0.0,48.39012171784393,321.8307119862096,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,63371.56,5533.963333333332,6.0,6.0,8.0,3.0,30.0,18.0,0.7699999999999996,4.0,1,756.94,320.0,0,104.86974369786336,61.28823299197998,365.0459246972917,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40.0,170391.52,14096.293333333331,3.0,3.0,4.0,0.0,8.0,7.0,11.98,1.0,2,307.02,366.0,2,0.0,96.24268615052914,968.8950564664244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20.0,47733.06,3789.755,7.0,5.0,31.0,6.0,61.0,20.0,5.1,12.0,0,1660.86,230.0,1,207.5197164859389,61.769082599559184,336.3990609860825,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43.0,15427.215,1253.60125,0.0,3.0,8.0,4.0,10.0,3.0,11.22,4.0,2,966.45,380.0,0,48.81683362382197,14.22250006839858,269.6182574969103,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,43115.38,3806.948333333333,4.0,4.0,6.0,4.0,9.0,10.0,7.86,0.0,2,746.05,199.0,0,118.4402088086774,42.57633717713081,97.96214224474444,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.0,14705.9,1479.4916666666666,7.0,5.0,19.0,6.0,6.0,19.0,17.91,4.0,1,1190.8,189.0,2,57.89304715609222,32.56188121154624,302.2485595591496,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44.0,14283.665,944.3054166666668,6.0,4.0,9.0,4.0,24.0,8.0,7.6,0.0,1,1225.88,270.0,0,33.68791294124324,23.98127408468804,250.62610155575737,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28.0,155911.4,13246.616666666669,1.0,5.0,11.0,3.0,20.0,9.0,6.96,3.0,2,886.96,385.0,0,370.4485213338052,201.424770897599,695.9017207723546,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.0,33905.67,2541.4725,8.0,6.0,16.0,4.0,5.0,10.0,15.03,7.0,1,1425.2,206.0,1,67.14186026737242,37.90949432199536,140.87350822508216,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.0,70580.16,5991.68,5.0,3.0,4.0,4.0,2.0,3.0,9.93,3.0,2,1362.34,382.0,0,221.77036096639256,42.254244025403054,123.8210438807148,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.0,134737.59,9501.115432834738,1.0,7.0,7.0,0.0,11.0,11.0,4.13,2.0,2,1275.51,387.0,0,1679.017067165261,94.90825892847576,1087.442463873254,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,59110.83,4408.84342677639,6.0,8.0,28.0,8.0,60.0,21.0,22.23,10.0,0,4105.86,45.0,1,605.5316643076349,60.15099313970104,373.7697212491065,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.0,109563.36000000002,9271.28,4.0,3.0,9.0,1.0,0.0,12.0,8.74,6.0,2,214.57,296.0,2,84.18834626167323,99.6972250934453,276.1604061490741,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35.0,106030.05,8628.8375,7.0,3.0,14.0,3.0,11.0,12.0,9.51,8.0,1,136.53,126.0,2,136.49324547235813,80.59227044851785,488.1544915692226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,101238.57,8199.5475,1.0,3.0,6.0,4.0,13.0,1.0,1.05,5.0,2,816.04,391.0,0,172.65306229994275,100.9689946624674,269.6299369783616,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.0,53367.48,4223.29,8.0,5.0,16.0,9.0,40.0,21.0,13.57,13.0,0,3991.34,150.0,1,298.7769259801446,50.55312690960854,263.98402515184813,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.0,36993.43,3348.785833333333,0.0,4.0,2.0,2.0,10.0,8.0,8.9,0.0,2,1357.79,303.0,0,37.642068052620296,59.50974276611681,376.507143005017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.0,32146.13,2698.8441666666668,0.0,7.0,12.0,1.0,11.0,11.0,3.58,3.0,2,65.89,344.0,0,24.73686007413482,53.693618399527615,408.37786464958464,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42.0,95596.35,8024.3625,5.0,7.0,12.0,3.0,11.0,1.0,5.16,2.0,2,64.69,181.0,0,182.2758306085516,78.12516194407435,653.3482490756376,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,14233.31,1044.1091666666666,7.0,6.0,20.0,9.0,49.0,17.0,8.22,6.0,0,3711.72,133.0,1,77.31063980582034,16.67744792678437,252.5495096946278,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43.0,21265.79,2035.1491666666668,6.0,6.0,5.0,2.0,30.0,15.0,11.99,2.0,1,515.14,256.0,1,19.35336204716187,35.013929952511184,292.94737967573263,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.0,17919.005,1464.250416666667,1.0,5.0,8.0,0.0,5.0,7.0,8.44,4.0,2,69.03,236.0,0,0.0,16.367278945362298,333.4784525253753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.0,17880.045,1580.00375,8.0,5.0,2.0,4.0,5.0,16.0,6.61,8.0,2,157.85,235.0,0,35.339358346605714,28.157742908576907,354.50327374481736,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.0,10482.305,1114.5254166666666,9.0,8.0,20.0,4.0,31.0,25.0,8.31,11.0,0,2146.8,210.0,1,29.379047375395142,0.0,315.9894160286213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,7518.15,567.5124999999998,10.0,9.0,32.0,6.0,43.0,22.0,27.61,13.0,0,3651.34,105.0,1,26.78452533952792,19.9296620290049,297.3473627955779,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.0,67106.79000000001,5858.232500000001,5.0,5.0,6.0,3.0,5.0,19.0,7.22,4.0,1,836.88,220.0,1,89.77285447857122,61.45768290195597,622.2866905527387,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,131040.42,11104.035,3.0,1.0,7.0,0.0,17.0,9.0,2.88,8.0,2,650.28,226.0,0,0.0,97.89371084108322,366.2525791009895,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,7567.595,809.6329166666667,10.0,5.0,20.0,5.0,45.0,19.0,22.65,11.0,0,4693.94,156.0,1,27.5195881442452,19.612922595708856,253.18869960496147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.0,20522.13,1462.1775,4.0,5.0,5.0,3.0,28.0,15.0,16.19,12.0,1,233.67,225.0,1,36.33994204824089,57.84866528460467,295.82241273251907,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40.0,15366.215,996.5179166666668,4.0,4.0,15.0,1.0,30.0,13.0,4.58,0.0,1,189.59,353.0,0,9.091012303737475,31.464574366680885,339.09620499624833,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,41694.36,3595.53,1.0,7.0,5.0,3.0,4.0,2.0,10.15,3.0,2,556.65,300.0,0,84.47066365406529,35.319679911779524,438.4044349174866,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53.0,21568.28,1606.3566666666666,3.0,6.0,9.0,0.0,27.0,17.0,2.26,2.0,1,1039.53,232.0,0,0.0,34.97162735917192,288.2523867897013,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.0,28112.52,2270.71,0.0,5.0,2.0,1.0,17.0,4.0,4.53,4.0,2,576.2,381.0,0,18.02218671843433,35.59733774126094,367.8780656740322,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.0,28061.52,2128.46,5.0,1.0,5.0,4.0,3.0,10.0,10.31,4.0,2,1020.77,245.0,0,49.43233976959333,41.9276139097305,360.1096390303832,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.0,17951.715,1410.97625,5.0,5.0,9.0,0.0,13.0,15.0,6.72,0.0,1,441.46,207.0,1,0.0,18.90036854626173,292.4571172771586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,60363.5,5277.291666666667,3.0,7.0,5.0,0.0,3.0,0.0,2.38,0.0,2,158.8,215.0,0,0.0,64.25978296398914,285.2563296217964,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.0,36048.08,2949.0066666666667,3.0,7.0,14.0,2.0,29.0,12.0,19.7,6.0,1,571.06,168.0,1,45.77263566451583,42.872471818073095,436.5257237517329,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,78094.28,6755.856666666668,10.0,7.0,15.0,5.0,62.0,22.0,6.92,8.0,0,1695.41,235.0,1,270.63980526897086,68.31523136363974,438.7117575679297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53.0,54426.18,4546.515,4.0,6.0,12.0,4.0,7.0,13.0,2.74,6.0,1,865.04,364.0,0,137.76746132663558,65.20600856339628,197.8549111567308,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,84721.6,6943.133333333334,4.0,6.0,10.0,6.0,6.0,7.0,16.55,5.0,1,377.05,131.0,1,340.2877299893213,57.03322050103492,177.79015650261138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55.0,108491.28,9272.94,4.0,5.0,6.0,3.0,28.0,17.0,7.94,2.0,1,973.25,232.0,0,238.47369784856943,168.05543527395466,583.8403659541441,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.0,58871.28,5042.94,5.0,4.0,9.0,4.0,1.0,10.0,8.73,4.0,2,1465.8,397.0,0,167.0765791621539,35.8759744615321,408.6032219810612,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,17975.32,1444.9433333333334,6.0,5.0,32.0,9.0,61.0,25.0,8.9,10.0,0,1263.1,142.0,1,76.450324587172,47.67498529637695,260.1914356705381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.0,26223.67,2387.3058333333333,5.0,6.0,14.0,3.0,25.0,8.0,8.06,4.0,1,462.91,350.0,1,54.76313024036377,17.6212889143105,271.5658528932337,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.0,8333.545,698.4620833333332,3.0,4.0,20.0,6.0,15.0,16.0,10.29,7.0,1,1850.44,192.0,1,37.84543765918711,30.06768998567995,268.70517573469243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,36456.72,3163.06,8.0,10.0,31.0,2.0,43.0,8.0,10.91,10.0,1,1751.18,208.0,1,51.6465611878399,60.79175085245993,422.9064783285887,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.0,35650.02,2696.835,7.0,4.0,20.0,2.0,26.0,19.0,19.28,4.0,1,770.37,238.0,1,37.8279142253872,76.14377242861171,290.4493369718806,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.0,115645.65,9434.1375,5.0,8.0,10.0,1.0,10.0,3.0,10.25,2.0,2,66.47,277.0,0,70.95805519559642,109.786453274525,297.4818885286877,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
